Kf  X,Kf  Y
300000000,25.27857005935193
300200000,25.22707419966918
300400000,25.17571697251184
300600000,25.12449811274902
300800000,25.07341735621153
301000000,25.02247443955878
301200000,24.9716691000755
301400000,24.92100107621141
301600000,24.87047010696157
301800000,24.8200759322653
302000000,24.76981829298025
302200000,24.71969693066207
302400000,24.66971158770527
302600000,24.61986200742319
302800000,24.57014793382038
303000000,24.5205691117958
303200000,24.47112528705515
303400000,24.4218162060787
303600000,24.37264161620777
303800000,24.3236012655072
304000000,24.27469490294216
304200000,24.2259222782497
304400000,24.17728314186356
304600000,24.12877724518626
304800000,24.08040434030767
305000000,24.0321641801765
305200000,23.98405651833728
305400000,23.93608110938035
305600000,23.88823770860717
305800000,23.84052607198958
306000000,23.79294595632756
306200000,23.7454971193079
306400000,23.69817931922345
306600000,23.65099231532713
306800000,23.60393586745739
307000000,23.55700973631735
307200000,23.51021368340182
307400000,23.46354747087964
307600000,23.41701086179524
307800000,23.37060361987471
308000000,23.32432550956348
308200000,23.27817629618762
308400000,23.23215574571555
308600000,23.1862636249433
308800000,23.1404997013834
309000000,23.0948637432716
309200000,23.04935551963514
309400000,23.00397480024315
309600000,22.9587213555202
309800000,22.91359495671166
310000000,22.86859537586035
310200000,22.82372238557624
310400000,22.77897575938448
310600000,22.73435527138692
310800000,22.6898606964773
311000000,22.64549181031077
311200000,22.6012483892768
311400000,22.55713021035639
311600000,22.51313705140677
311800000,22.46926869088783
312000000,22.42552490817958
312200000,22.38190548308105
312400000,22.33841019630101
312600000,22.2950388292198
312800000,22.25179116396483
313000000,22.20866698331178
313200000,22.16566607075643
313400000,22.12278821050781
313600000,22.08003318751209
313800000,22.0374007873696
314000000,21.99489079638704
314200000,21.95250300162858
314400000,21.91023719067584
314600000,21.86809315213855
314800000,21.82607067496105
315000000,21.78416954901968
315200000,21.74238956478611
315400000,21.70073051341589
315600000,21.65919218681166
315800000,21.61777437743102
316000000,21.57647687863742
316200000,21.5352994842079
316400000,21.49424198881828
316600000,21.45330418775035
316800000,21.412485876925
317000000,21.37178685298662
317200000,21.33120691318964
317400000,21.29074585559808
317600000,21.25040347877538
317800000,21.21017958207144
318000000,21.17007396546851
318200000,21.13008642961795
318400000,21.0902167758648
318600000,21.05046480610841
318800000,21.01083032308119
319000000,20.97131313010041
319200000,20.93191303103215
319400000,20.89262983058928
319600000,20.85346333396577
319800000,20.81441334724057
320000000,20.77547967687124
320200000,20.73666213015211
320400000,20.69796051497025
320600000,20.6593746399277
320800000,20.62090431410742
321000000,20.58254934745719
321200000,20.54430955042604
321400000,20.50618473414909
321600000,20.46817471040744
321800000,20.43027929161191
322000000,20.39249829081968
322200000,20.35483152174534
322400000,20.3172787987673
322600000,20.27983993679283
322800000,20.24251475149044
323000000,20.20530305907667
323200000,20.16820467647149
323400000,20.13121942112592
323600000,20.09434711126588
323800000,20.05758756563272
324000000,20.02094060362548
324200000,19.98440604531399
324400000,19.94798371131899
324600000,19.91167342294927
324800000,19.87547500211001
325000000,19.83938827131868
325200000,19.80341305381958
325400000,19.76754917332206
325600000,19.73179645421652
325800000,19.69615472155199
326000000,19.66062380094972
326200000,19.62520351867401
326400000,19.58989370161333
326600000,19.55469417719268
326800000,19.51960477361714
327000000,19.48462531955775
327200000,19.44975564425216
327400000,19.41499557774863
327600000,19.38034495052982
327800000,19.34580359378599
328000000,19.3113713392621
328200000,19.2770480193525
328400000,19.24283346700237
328600000,19.20872751579908
328800000,19.17472999996357
329000000,19.14084075425097
329200000,19.10705961407334
329400000,19.07338641540838
329600000,19.03982099485791
329800000,19.00636318959329
330000000,18.97301283746308
330200000,18.93976977683283
330400000,18.90663384666139
330600000,18.87360488657091
330800000,18.84068273675293
331000000,18.80786723793278
331200000,18.77515823153972
331400000,18.7425555594536
331600000,18.71005906433987
331800000,18.67766858928103
332000000,18.64538397798388
332200000,18.61320507484771
332400000,18.5811317247945
332600000,18.54916377321932
332800000,18.51730106629782
333000000,18.48554345072278
333200000,18.45389077372903
333400000,18.42234288317441
333600000,18.39089962748479
333800000,18.35956085572302
334000000,18.32832641744474
334200000,18.29719616284842
334400000,18.26616994270549
334600000,18.23524760837273
334800000,18.20442901179125
335000000,18.17371400545214
335200000,18.14310244242793
335400000,18.11259417646924
335600000,18.08218906172243
335800000,18.05188695305002
336000000,18.02168770589733
336200000,17.9915911761435
336400000,17.96159722044485
336600000,17.93170569589533
336800000,17.90191646016259
337000000,17.87222937158428
337200000,17.84264428894747
337400000,17.81316107170493
337600000,17.78377957990113
337800000,17.75449967400967
338000000,17.72532121525663
338200000,17.6962440652767
338400000,17.66726808637416
338600000,17.63839314145404
338800000,17.60961909388049
339000000,17.58094580765393
339200000,17.55237314732473
339400000,17.52390097800306
339600000,17.49552916542978
339800000,17.46725757581542
340000000,17.43908607596254
340200000,17.41101453334365
340400000,17.38304281587316
340600000,17.35517079203116
340800000,17.32739833097514
341000000,17.29972530228087
341200000,17.27215157622195
341400000,17.24467702357369
341600000,17.21730151558887
341800000,17.19002492431765
342000000,17.16284712211147
342200000,17.13576798204409
342400000,17.10878737768482
342600000,17.08190518317636
342800000,17.05512127327028
343000000,17.02843552320129
343200000,17.00184780881965
343400000,16.97535800649989
343600000,16.94896599323904
343800000,16.92267164647068
344000000,16.89647484434798
344200000,16.8703754654425
344400000,16.84437338899473
344600000,16.8184684947032
344800000,16.79266066286481
345000000,16.76694977439316
345200000,16.74133571067174
345400000,16.71581835367839
345600000,16.69039758599606
345800000,16.66507329060467
346000000,16.63984535126049
346200000,16.6147136521341
346400000,16.58967807796878
346600000,16.56473851409612
346800000,16.5398948464001
347000000,16.51514696125736
347200000,16.4904947457063
347400000,16.46593808728756
347600000,16.44147687402958
347800000,16.41711099467533
348000000,16.39284033833798
348200000,16.36866479483918
348400000,16.34458425448366
348600000,16.32059860811221
348800000,16.29670774716526
349000000,16.2729115635896
349200000,16.24920994997801
349400000,16.22560279937401
349600000,16.20209000542379
349800000,16.17867146234163
350000000,16.15534706485012
350200000,16.13211670824438
350400000,16.1089802884176
350600000,16.08593770172332
350800000,16.06298884518674
351000000,16.04013361630034
351200000,16.01737191310548
351400000,15.99470363430852
351600000,15.97212867898795
351800000,15.94964694691858
352000000,15.92725833844144
352200000,15.90496275432947
352400000,15.88276009597355
352600000,15.86065026536965
352800000,15.83863316500803
353000000,15.81670869792923
353200000,15.79487676775941
353400000,15.77313727862257
353600000,15.75149013532529
353800000,15.72993524304716
354000000,15.70847250769296
354200000,15.68710183560723
354400000,15.6658231337155
354600000,15.64463630955697
354800000,15.6235412711246
355000000,15.60253792708511
355200000,15.58162618655832
355400000,15.56080595927099
355600000,15.54007715546489
355800000,15.51943968601173
356000000,15.49889346228807
356200000,15.47843839619179
356400000,15.4580744002603
356600000,15.43780138750351
356800000,15.41761927157947
357000000,15.39752796662927
357200000,15.37752738734158
357400000,15.35761744906422
357600000,15.33779806758436
357800000,15.31806915933106
358000000,15.29843064123944
358200000,15.2788824307971
358400000,15.25942444610324
358600000,15.24005660583258
358800000,15.22077882907555
359000000,15.20159103566929
359200000,15.18249314587592
359400000,15.16348508059732
359600000,15.14456676123125
359800000,15.12573810979761
360000000,15.1069990488505
360200000,15.08834950147521
360400000,15.06978939137922
360600000,15.05131864278384
360800000,15.03293718048185
361000000,15.01464492986988
361200000,14.99644181686935
361400000,14.97832776793885
361600000,14.96030271017249
361800000,14.94236657120376
362000000,14.9245192791616
362200000,14.90676076285117
362400000,14.88909095158668
362600000,14.87150977523067
362800000,14.85401716425871
363000000,14.83661304968435
363200000,14.81929736308719
363400000,14.80207003664622
363600000,14.78493100304909
363800000,14.76788019566302
364000000,14.75091754827437
364200000,14.73404299536195
364400000,14.71725647191382
364600000,14.7005579135228
364800000,14.68394725636059
365000000,14.6674244371127
365200000,14.65098939309625
365400000,14.63464206218723
365600000,14.61838238278905
365800000,14.60221029400984
366000000,14.58612573536701
366200000,14.5701286470644
366400000,14.55421896987502
366600000,14.53839664508165
366800000,14.52266161461539
367000000,14.50701382095026
367200000,14.49145320716719
367400000,14.47597971692768
367600000,14.4605932944183
367800000,14.44529388444054
368000000,14.43008143244643
368200000,14.41495588434853
368400000,14.39991718669359
368600000,14.38496528671485
368800000,14.37010013203699
369000000,14.35532167102573
369200000,14.34062985258752
369400000,14.32602462617909
369600000,14.31150594189013
369800000,14.29707375038139
370000000,14.28272800290475
370200000,14.26846865132043
370400000,14.25429564805719
370600000,14.24020894615004
370800000,14.22620849920535
371000000,14.21229426143818
371200000,14.19846618768898
371400000,14.18472423334301
371600000,14.17106835438709
371800000,14.15749850746604
372000000,14.14401464973148
372200000,14.13061673904123
372400000,14.11730473374116
372600000,14.10407859286913
372800000,14.09093827599168
373000000,14.07788374336313
373200000,14.06491495574742
373400000,14.05203187459129
373600000,14.03923446188458
373800000,14.02652268028513
374000000,14.01389649302219
374200000,14.00135586394087
374400000,13.98890075751355
374600000,13.97653113876495
374800000,13.96424697340649
375000000,13.95204822772559
375200000,13.93993486862986
375400000,13.92790686363879
375600000,13.91596418091413
375800000,13.90410678915566
376000000,13.89233465780244
376200000,13.88064775681736
376400000,13.86904605680214
376600000,13.85752952904752
376800000,13.84609814536937
377000000,13.83475187827441
377200000,13.8234907008724
377400000,13.81231458688599
377600000,13.80122351071293
377800000,13.79021744732361
378000000,13.77929637236448
378200000,13.76846026210432
378400000,13.75770909339264
378600000,13.74704284380967
378800000,13.73646149147778
379000000,13.72596501521802
379200000,13.71555339446714
379400000,13.70522660930274
379600000,13.69498464042126
379800000,13.684827469229
380000000,13.67475507768063
380200000,13.66476744846845
380400000,13.65486456486047
380600000,13.64504641082079
380800000,13.63531297093796
381000000,13.6256642304484
381200000,13.61610017525379
381400000,13.60662079191784
381600000,13.59722606760408
381800000,13.5879159902246
382000000,13.57869054827628
382200000,13.56954973092681
382400000,13.56049352805585
382600000,13.55152193012545
382800000,13.54263492830818
383000000,13.533832514466
383200000,13.52511468107292
383400000,13.51648142128839
383600000,13.50793272899649
383800000,13.499468598656
384000000,13.49108902550956
384200000,13.48279400535547
384400000,13.47458353476217
384600000,13.46645761097305
384800000,13.45841623183272
385000000,13.45045939596397
385200000,13.44258710260502
385400000,13.43479935171185
385600000,13.42709614390776
385800000,13.41947748053284
386000000,13.41194336360068
386200000,13.40449379582136
386400000,13.39712878057192
386600000,13.38984832199577
386800000,13.38265242485324
387000000,13.37554109464496
387200000,13.36851433760635
387400000,13.36157216059651
387600000,13.35471457123371
387800000,13.34794157784532
388000000,13.34125318943576
388200000,13.33464941577372
388400000,13.32813026728559
388600000,13.32169575512192
388800000,13.3153458912099
389000000,13.30908068811307
389200000,13.30290015916636
389400000,13.296804318421
389600000,13.29079318063041
389800000,13.28486676131736
390000000,13.27902507670355
390200000,13.273268143756
390400000,13.26759598014339
390600000,13.26200860432585
390800000,13.25650603546563
391000000,13.25108829346433
391200000,13.24575539898254
391400000,13.24050737341741
391600000,13.23534423889819
391800000,13.23026601833416
392000000,13.2252727353711
392200000,13.22036441439812
392400000,13.21554108057632
392600000,13.21080275983499
392800000,13.20614947881496
393000000,13.2015812649691
393200000,13.19709814651736
393400000,13.19270015242218
393600000,13.1883873124192
393800000,13.18415965703518
394000000,13.18001721753336
394200000,13.17596002601681
394400000,13.17198811530111
394600000,13.16810151905842
394800000,13.16430027167959
395000000,13.16058440837233
395200000,13.15695396513007
395400000,13.15340897874605
395600000,13.14994948680556
395800000,13.14657552768356
396000000,13.14328714058096
396200000,13.14008436547292
396400000,13.13696724316969
396600000,13.13393581523952
396800000,13.13099012413347
397000000,13.12813021306314
397200000,13.12535612608235
397400000,13.12266790806957
397600000,13.12006560471041
397800000,13.11754926249762
398000000,13.11511892879766
398200000,13.11277465180167
398400000,13.11051648050666
398600000,13.10834446476989
398800000,13.10625865527319
399000000,13.10425910354714
399200000,13.10234586199945
399400000,13.10051898383723
399600000,13.09877852315307
399800000,13.09712453488014
400000000,13.09555707481623
400200000,13.09407619963828
400400000,13.09268196683747
400600000,13.09137443485515
400800000,13.09015366292516
401000000,13.08901971118484
401200000,13.0879726406705
401400000,13.08701251326849
401600000,13.08613939177317
401800000,13.08535333986081
402000000,13.08465442207432
402200000,13.0840427038795
402400000,13.08351825164221
402600000,13.08308113261161
402800000,13.08273141497165
403000000,13.08246916776034
403200000,13.082294460977
403400000,13.08220736553624
403600000,13.08220795321726
403800000,13.08229629680404
404000000,13.08247246992635
404200000,13.08273654720532
404400000,13.0830886041659
404600000,13.08352871727294
404800000,13.08405696393092
405000000,13.08467342250712
405200000,13.08537817228998
405400000,13.08617129353525
405600000,13.08705286746988
405800000,13.08802297623567
406000000,13.08908170298443
406200000,13.09022913182312
406400000,13.09146534781675
406600000,13.09279043701577
406800000,13.09420448646728
407000000,13.09570758415561
407200000,13.09729981910386
407400000,13.09898128131275
407600000,13.10075206173798
407800000,13.1026122524163
408000000,13.10456194630482
408200000,13.10660123743882
408400000,13.10873022080456
408600000,13.11094899246148
408800000,13.11325764945744
409000000,13.11565628987159
409200000,13.11814501283161
409400000,13.12072391845859
409600000,13.12339310797362
409800000,13.12615268358891
410000000,13.12900274857872
410200000,13.13194340729811
410400000,13.13497476511713
410600000,13.1380969285033
410800000,13.14131000496691
411000000,13.14461410309464
411200000,13.14800933258062
411400000,13.15149580414876
411600000,13.15507362963534
411800000,13.15874292198073
412000000,13.16250379519871
412200000,13.16635636441987
412400000,13.1703007458506
412600000,13.17433705684703
412800000,13.17846541586204
413000000,13.18268594247353
413200000,13.18699875736117
413400000,13.19140398239007
413600000,13.19590174049844
413800000,13.20049215581333
414000000,13.20517535357986
414200000,13.20995146021453
414400000,13.21482060327538
414600000,13.21978291148881
414800000,13.22483851476114
415000000,13.22998754415113
415200000,13.23523013191913
415400000,13.24056641147822
415600000,13.24599651746761
415800000,13.25152058570315
416000000,13.25713875320785
416200000,13.26285115820044
416400000,13.26865794012807
416600000,13.27455923965427
416800000,13.28055519865441
417000000,13.28664596025465
417200000,13.29283166879779
417400000,13.29911246987559
417600000,13.3054885103372
417800000,13.31195993828269
418000000,13.31852690305732
418200000,13.32518955529597
418400000,13.33194804689265
418600000,13.33880253102092
418800000,13.34575316215369
419000000,13.35280009603455
419200000,13.35994348972721
419400000,13.36718350157273
419600000,13.37452029126177
419800000,13.38195401977466
420000000,13.38948484940743
420200000,13.39711294382271
420400000,13.40483846799534
420600000,13.41266158824956
420800000,13.42058247225834
421000000,13.42860128906352
421200000,13.43671820906209
421400000,13.44493340402727
421600000,13.45324704711031
421800000,13.46165931284994
422000000,13.47017037718023
422200000,13.47878041742193
422400000,13.48748961232947
422600000,13.49629814204329
422800000,13.50520618814803
423000000,13.51421393365671
423200000,13.523321562997
423400000,13.53252926206735
423600000,13.54183721820299
423800000,13.55124562021888
424000000,13.56075465836422
424200000,13.57036452439216
424400000,13.58007541152871
424600000,13.58988751449096
424800000,13.59980102949192
425000000,13.6098161542608
425200000,13.61993308803714
425400000,13.63015203156317
425600000,13.64047318716092
425800000,13.65089675864196
426000000,13.66142295138384
426200000,13.67205197233792
426400000,13.68278402998922
426600000,13.6936193344207
426800000,13.7045580972811
427000000,13.71560053181157
427200000,13.72674685285738
427400000,13.7379972768758
427600000,13.7493520219268
427800000,13.76081130769675
428000000,13.7723753555288
428200000,13.7840443883707
428400000,13.79581863086208
428600000,13.80769830927764
428800000,13.81968365157619
429000000,13.83177488738159
429200000,13.84397224801963
429400000,13.85627596651555
429600000,13.86868627759396
429800000,13.88120341770899
430000000,13.8938276250244
430200000,13.90655913946223
430400000,13.91939820267954
430600000,13.93234505808179
430800000,13.94539995086524
431000000,13.95856312798832
431200000,13.97183483819108
431400000,13.98521533202043
431600000,13.99870486182494
431800000,14.01230368177618
432000000,14.02601204787546
432200000,14.03983021795042
432400000,14.05375845169699
432600000,14.06779701064844
432800000,14.08194615823585
433000000,14.09620615974937
433200000,14.11057728237686
433400000,14.12505979522099
433600000,14.13965396928643
433800000,14.15436007750841
434000000,14.16917839476307
434200000,14.18410919786927
434400000,14.19915276560384
434600000,14.21430937873135
434800000,14.2295793199766
435000000,14.2449628740837
435200000,14.26046032777917
435400000,14.27607196981371
435600000,14.29179809099635
435800000,14.30763898414403
436000000,14.32359494413858
436200000,14.33966626794108
436400000,14.35585325458116
436600000,14.37215620517946
436800000,14.38857542297583
437000000,14.40511121330605
437200000,14.42176388365166
437400000,14.43853374363618
437600000,14.45542110503123
437800000,14.47242628178297
438000000,14.48954959001848
438200000,14.50679134806613
438400000,14.52415187645252
438600000,14.54163149793574
438800000,14.55923053752158
439000000,14.57694932242108
439200000,14.59478818216412
439400000,14.61274744853083
439600000,14.63082745558754
439800000,14.64902853972103
440000000,14.66735103963543
440200000,14.68579529635671
440400000,14.70436165327764
440600000,14.72305045615212
440800000,14.74186205308765
441000000,14.76079679463284
441200000,14.77985503368244
441400000,14.79903712562845
441600000,14.81834342822659
441800000,14.83777430173612
442000000,14.8573301088808
442200000,14.87701121484417
442400000,14.89681798732884
442600000,14.91675079656966
442800000,14.93681001529291
443000000,14.95699601880361
443200000,14.97730918497053
443400000,14.99774989422859
443600000,15.01831852962056
443800000,15.03901547681626
444000000,15.0598411240795
444200000,15.08079586236122
444400000,15.10188008525431
444600000,15.12309418905101
444800000,15.14443857272005
445000000,15.16591363795644
445200000,15.18751978920417
445400000,15.20925743364199
445600000,15.23112698121791
445800000,15.25312884469569
446000000,15.27526343959455
446200000,15.29753118430223
446400000,15.31993250003454
446600000,15.34246781085972
446800000,15.36513754375333
447000000,15.38794212855377
447200000,15.41088199803158
447400000,15.433957587916
447600000,15.45716933686314
447800000,15.4805176865324
448000000,15.50400308154138
448200000,15.52762596954986
448400000,15.55138680127276
448600000,15.57528603042929
448800000,15.59932411385472
449000000,15.62350151147928
449200000,15.6478186863224
449400000,15.67227610456978
449600000,15.69687423555795
449800000,15.72161355179639
450000000,15.74649452900766
450200000,15.77151764613106
450400000,15.79668338534392
450600000,15.82199223211598
450800000,15.8474446751691
451000000,15.87304120657223
451200000,15.89878232169469
451400000,15.92466851928748
451600000,15.9507003014708
451800000,15.97687817376431
452000000,16.00320264510944
452200000,16.02967422792449
452400000,16.05629343804765
452600000,16.08306079486796
452800000,16.10997682124912
453000000,16.13704204362207
453200000,16.16425699199687
453400000,16.19162219993644
453600000,16.21913820464889
453800000,16.24680554701058
454000000,16.27462477150122
454200000,16.30259642634984
454400000,16.33072106346824
454600000,16.35899923853171
454800000,16.38743151099664
455000000,16.41601844406821
455200000,16.44476060481314
455400000,16.47365856415682
455600000,16.50271289686806
455800000,16.5319241816524
456000000,16.56129300109457
456200000,16.59081994181166
456400000,16.6205055943442
456600000,16.65035055327189
456800000,16.68035541721284
457000000,16.71052078885916
457200000,16.74084727500358
457400000,16.77133548654928
457600000,16.80198603858732
457800000,16.8327995503752
458000000,16.86377664539039
458200000,16.89491795135474
458400000,16.92622410026961
458600000,16.95769572846314
458800000,16.98933347653176
459000000,17.02113798955778
459200000,17.05310991691405
459400000,17.08524991246853
459600000,17.1175586345177
459800000,17.15003674586032
460000000,17.18268491383199
460200000,17.2155038103559
460400000,17.24849411187501
460600000,17.28165649952739
460800000,17.31499165908143
461000000,17.34850028098498
461200000,17.38218306043893
461400000,17.41604069739214
461600000,17.450073896579
461800000,17.48428336761175
462000000,17.51866982487329
462200000,17.55323398776688
462400000,17.58797658052662
462600000,17.62289833241259
462800000,17.65799997770598
463000000,17.69328225567759
463200000,17.72874591071848
463400000,17.76439169234398
463600000,17.80022035522091
463800000,17.83623265917702
464000000,17.87242936932552
464200000,17.90881125602528
464400000,17.94537909491033
464600000,17.98213366703145
464800000,18.01907575877357
465000000,18.05620616197742
465200000,18.09352567393413
465400000,18.13103509747508
465600000,18.16873524094255
465800000,18.20662691825633
466000000,18.2447109490533
466200000,18.2829881585459
466400000,18.32145937770779
466600000,18.36012544328261
466800000,18.39898719778034
467000000,18.43804548956406
467200000,18.47730117292793
467400000,18.51675510803417
467600000,18.55640816104906
467800000,18.59626120420275
468000000,18.63631511569785
468200000,18.67657077992056
468400000,18.71702908737393
468600000,18.75769093483753
468800000,18.79855722525733
469000000,18.83962886786516
469200000,18.88090677835648
469400000,18.92239187865193
469600000,18.96408509728143
469800000,19.00598736916918
470000000,19.04809963574725
470200000,19.09042284511159
470400000,19.13295795196258
470600000,19.17570591767689
470800000,19.2186677104072
471000000,19.26184430504589
471200000,19.30523668335266
471400000,19.34884583398342
471600000,19.39267275254173
471800000,19.4367184415745
472000000,19.48098391080533
472200000,19.52547017689345
472400000,19.57017826382081
472600000,19.61510920267508
472800000,19.66026403183086
473000000,19.70564379702416
473200000,19.75124955133033
473400000,19.79708235531688
473600000,19.84314327697552
473800000,19.88943339187704
474000000,19.9359537832108
474200000,19.98270554184965
474400000,20.02968976634028
474600000,20.07690756307489
474800000,20.12436004621479
475000000,20.17204833789122
475200000,20.21997356821879
475400000,20.26813687523899
475600000,20.31653940521138
475800000,20.36518231241823
476000000,20.41406675946028
476200000,20.46319391717983
476400000,20.51256496471355
476600000,20.56218108966272
476800000,20.61204348812669
477000000,20.66215336463157
477200000,20.71251193241956
477400000,20.76312041331062
477600000,20.81398003793426
477800000,20.86509204568622
478000000,20.91645768482316
478200000,20.96807821256929
478400000,21.01995489513797
478600000,21.07208900780278
478800000,21.124481835061
479000000,21.17713467055529
479200000,21.23004881724802
479400000,21.28322558745759
479600000,21.33666630293493
479800000,21.39037229499193
480000000,21.44434490442269
480200000,21.49858548177794
480400000,21.5530953873042
480600000,21.60787599098417
480800000,21.66292867285133
481000000,21.71825482273271
481200000,21.77385584058149
481400000,21.82973313642519
481600000,21.88588813053585
481800000,21.94232225343734
482000000,21.99903694598357
482200000,22.05603365945663
482400000,22.11331385573913
482600000,22.17087900717338
482800000,22.22873059690808
483000000,22.2868701187583
483200000,22.34529907750317
483400000,22.40401898867919
483600000,22.46303137900195
483800000,22.522337786148
484000000,22.58193975909041
484200000,22.64183885805761
484400000,22.70203665454325
484600000,22.76253473161371
484800000,22.82333468379117
485000000,22.88443811724494
485200000,22.94584664988371
485400000,23.0075619113741
485600000,23.06958554327593
485800000,23.13191919923849
486000000,23.19456454485665
486200000,23.25752325801012
486400000,23.3207970287712
486600000,23.38438755961375
486800000,23.4482965654622
487000000,23.51252577380556
487200000,23.57707692469807
487400000,23.6419517711242
487600000,23.7071520787671
487800000,23.7726796262348
488000000,23.83853620533199
488200000,23.90472362081603
488400000,23.97124369087112
488600000,24.03809824686442
488800000,24.1052891337401
489000000,24.17281820989614
489200000,24.24068734741352
489400000,24.30889843215365
489600000,24.37745336383421
489800000,24.44635405614059
490000000,24.51560243679179
490200000,24.58520044767501
490400000,24.6551500450093
490600000,24.72545319947945
490800000,24.79611189608388
491000000,24.86712813454163
491200000,24.9385039293236
491400000,25.01024130965667
491600000,25.08234231977776
491800000,25.15480901887822
492000000,25.22764348141674
492200000,25.30084779712104
492400000,25.37442407098994
492600000,25.44837442368268
492800000,25.5227009913802
493000000,25.59740592602537
493200000,25.67249139542334
493400000,25.74795958332687
493600000,25.82381268956633
493800000,25.90005293022755
494000000,25.97668253757758
494200000,26.05370376045731
494400000,26.13111886429949
494600000,26.20893013101634
494800000,26.28713985949615
495000000,26.36575036546756
495200000,26.4447639817121
495400000,26.52418305813405
495600000,26.60400996196852
495800000,26.68424707783454
496000000,26.76489680789684
496200000,26.84596157186727
496400000,26.92744380741706
496600000,27.0093459698788
496800000,27.09167053285146
497000000,27.17441998790571
497200000,27.25759684489667
497400000,27.34120363212042
497600000,27.42524289645235
497800000,27.50971720330679
498000000,27.59462913685194
498200000,27.67998130028876
498400000,27.7657763157346
498600000,27.85201682446329
498800000,27.93870548712244
499000000,28.02584498356016
499200000,28.11343801340588
499400000,28.20148729578147
499600000,28.28999556965321
499800000,28.37896559392026
500000000,28.46840014738299
